Current[A]     Field_Gradient[T/m]
139.471             18.19337    
139.501             18.19743    
139.531             18.2015     
139.562             18.20556    
139.592             18.20962    
139.622             18.21369    
139.653             18.21775    
139.683             18.22182    
139.713             18.22588    
139.744             18.22995    
139.774             18.23401    
139.804             18.23808    
139.834             18.24214    
139.865             18.24621    
139.895             18.25027    
139.925             18.25433    
139.956             18.2584     
139.986             18.26246    
140.016             18.26653    
140.047             18.27059    
140.077             18.27466    
140.107             18.27872    
140.137             18.28279    
140.168             18.28685    
140.198             18.29091    
140.228             18.29498    
140.259             18.29904    
140.289             18.30311    
140.319             18.30717    
140.35              18.31124    
140.38              18.3153     
140.41              18.31937    
140.441             18.32343    
140.471             18.3275     
140.501             18.33156    
140.531             18.33562    
140.562             18.33969    
140.592             18.34375    
140.622             18.34782    
140.653             18.35188    
140.683             18.35595    
140.713             18.36001    
140.744             18.36408    
140.774             18.36814    
140.804             18.3722     
140.834             18.37627    
140.865             18.38033    
140.895             18.3844     
140.925             18.38846    
140.956             18.39253    
140.986             18.39659    
141.016             18.40066    
141.047             18.40472    
141.077             18.40879    
141.107             18.41285    
141.137             18.41691    
141.168             18.42098    
141.198             18.42504    
141.228             18.42911    
141.259             18.43317    
141.289             18.43724    
141.319             18.4413     
141.35              18.44537    
141.38              18.44943    
141.41              18.45349    
141.44              18.45756    
141.471             18.46162    
141.501             18.46569    
141.531             18.46975    
141.562             18.47382    
141.592             18.47788    
141.622             18.48195    
141.653             18.48601    
141.683             18.49008    
141.713             18.49414    
141.743             18.4982     
141.774             18.50227    
141.804             18.50633    
141.834             18.5104     
141.865             18.51446    
141.895             18.51853    
141.925             18.52259    
141.956             18.52666    
141.986             18.53072    
142.016             18.53478    
142.046             18.53885    
142.077             18.54291    
142.107             18.54698    
142.137             18.55104    
142.168             18.55511    
142.198             18.55917    
142.228             18.56324    
142.258             18.5673     
142.289             18.57137    
142.319             18.57543    
142.349             18.57949    
142.38              18.58356    
142.41              18.58762    
142.44              18.59169    
142.471             18.59575    
142.501             18.59982    
142.531             18.60388    
142.561             18.60795    
142.592             18.61201    
142.622             18.61607    
142.652             18.62014    
142.683             18.6242     
142.713             18.62827    
142.743             18.63233    
142.774             18.6364     
142.804             18.64046    
142.834             18.64453    
142.864             18.64859    
142.895             18.65265    
142.925             18.65672    
142.955             18.66078    
142.986             18.66485    
143.016             18.66891    
143.046             18.67298    
143.077             18.67704    
143.107             18.68111    
143.137             18.68517    
143.167             18.68924    
143.198             18.6933     
143.228             18.69736    
143.258             18.70143    
143.289             18.70549    
143.319             18.70956    
143.349             18.71362    
143.38              18.71769    
143.41              18.72175    
143.44              18.72582    
143.471             18.72988    
143.501             18.73394    
143.531             18.73801    
143.561             18.74207    
143.592             18.74614    
143.622             18.7502     
143.652             18.75427    
143.683             18.75833    
143.713             18.7624     
143.743             18.76646    
143.774             18.77053    
143.804             18.77459    
143.834             18.77865    
143.864             18.78272    
143.895             18.78678    
143.925             18.79085    
143.955             18.79491    
143.986             18.79898    
144.016             18.80304    
144.046             18.80711    
144.077             18.81117    
144.107             18.81523    
144.137             18.8193     
144.167             18.82336    
144.198             18.82743    
144.228             18.83149    
144.258             18.83556    
144.289             18.83962    
144.319             18.84369    
144.349             18.84775    
144.38              18.85182    
144.41              18.85588    
144.44              18.85994    
144.47              18.86401    
144.501             18.86807    
144.531             18.87214    
144.561             18.8762     
144.592             18.88027    
144.622             18.88433    
144.652             18.8884     
144.683             18.89246    
144.713             18.89652    
144.743             18.90059    
144.773             18.90465    
144.804             18.90872    
144.834             18.91278    
144.864             18.91685    
144.895             18.92091    
144.925             18.92498    
144.955             18.92904    
144.986             18.93311    
145.016             18.93717    
145.046             18.94123    
145.076             18.9453     
145.107             18.94936    
145.137             18.95343    
145.167             18.95749    
145.198             18.96156    
145.228             18.96562    
145.258             18.96969    
145.288             18.97375    
145.319             18.97781    
145.349             18.98188    
145.379             18.98594    
145.41              18.99001    
145.44              18.99407    
145.47              18.99814    
145.501             19.0022     
145.531             19.00627    
145.561             19.01033    
145.591             19.0144     
145.622             19.01846    
145.652             19.02252    
145.682             19.02659    
145.713             19.03065    
145.743             19.03472    
145.773             19.03878    
145.804             19.04285    
145.834             19.04691    
145.864             19.05098    
145.894             19.05504    
145.925             19.0591     
145.955             19.06317    
145.985             19.06723    
146.016             19.0713     
146.046             19.07536    
146.076             19.07943    
146.107             19.08349    
146.137             19.08756    
146.167             19.09162    
146.197             19.09568    
146.228             19.09975    
146.258             19.10381    
146.288             19.10788    
146.319             19.11194    
146.349             19.11601    
146.379             19.12007    
146.41              19.12414    
146.44              19.1282     
146.47              19.13227    
146.501             19.13633    
146.531             19.14039    
146.561             19.14446    
146.591             19.14852    
146.622             19.15259    
146.652             19.15665    
146.682             19.16072    
146.713             19.16478    
146.743             19.16885    
146.773             19.17291    
146.804             19.17697    
146.834             19.18104    
146.864             19.1851     
146.894             19.18917    
146.925             19.19323    
146.955             19.1973     
146.985             19.20136    
147.016             19.20543    
147.046             19.20949    
147.076             19.21356    
147.107             19.21762    
147.137             19.22168    
147.167             19.22575    
147.197             19.22981    
147.228             19.23388    
147.258             19.23794    
147.288             19.24201    
147.319             19.24607    
147.349             19.25014    
147.379             19.2542     
147.41              19.25826    
147.44              19.26233    
147.47              19.26639    
147.5               19.27046    
147.531             19.27452    
147.561             19.27859    
147.591             19.28265    
147.622             19.28672    
147.652             19.29078    
147.682             19.29485    
147.713             19.29891    
147.743             19.30297    
147.773             19.30704    
147.803             19.3111     
147.834             19.31517    
147.864             19.31923    
147.894             19.3233     
147.925             19.32736    
147.955             19.33143    
147.985             19.33549    
148.016             19.33955    
148.046             19.34362    
148.076             19.34768    
148.106             19.35175    
148.137             19.35581    
148.167             19.35988    
148.197             19.36394    
148.228             19.36801    
148.258             19.37207    
148.288             19.37614    
148.319             19.3802     
148.349             19.38426    
148.379             19.38833    
148.409             19.39239    
148.44              19.39646    
148.47              19.40052    
148.5               19.40459    
148.531             19.40865    
148.561             19.41272    
148.591             19.41678    
148.621             19.42084    
148.652             19.42491    
148.682             19.42897    
148.712             19.43304    
148.743             19.4371     
148.773             19.44117    
148.803             19.44523    
148.834             19.4493     
148.864             19.45336    
148.894             19.45743    
148.924             19.46149    
148.955             19.46555    
148.985             19.46962    
149.015             19.47368    
149.046             19.47775    
149.076             19.48181    
149.106             19.48588    
149.137             19.48994    
149.167             19.49401    
149.197             19.49807    
149.227             19.50213    
149.258             19.5062     
149.288             19.51026    
149.318             19.51433    
149.349             19.51839    
149.379             19.52246    
149.409             19.52652    
149.44              19.53059    
149.47              19.53465    
149.5               19.53871    
149.53              19.54278    
149.561             19.54684    
149.591             19.55091    
149.621             19.55497    
149.652             19.55904    
149.682             19.5631     
149.712             19.56717    
149.743             19.57123    
149.773             19.5753     
149.803             19.57936    
149.834             19.58342    
149.864             19.58749    
149.894             19.59155    
149.924             19.59562    
149.955             19.59968    
149.985             19.60375    
150.015             19.60781    
150.046             19.61188    
150.076             19.61594    
150.106             19.62       
150.137             19.62407    
150.167             19.62813    
150.197             19.6322     
150.227             19.63626    
150.258             19.64033    
150.288             19.64439    
150.318             19.64846    
150.349             19.65252    
150.379             19.65659    
150.409             19.66065    
150.44              19.66471    
150.47              19.66878    
150.5               19.67284    
150.53              19.67691    
150.561             19.68097    
150.591             19.68504    
150.621             19.6891     
150.652             19.69317    
150.682             19.69723    
150.712             19.70129    
150.743             19.70536    
150.773             19.70942    
150.803             19.71349    
150.833             19.71755    
150.864             19.72162    
150.894             19.72568    
150.924             19.72975    
150.955             19.73381    
150.985             19.73788    
151.015             19.74194    
151.046             19.746      
151.076             19.75007    
151.106             19.75413    
151.136             19.7582     
151.167             19.76226    
151.197             19.76633    
151.227             19.77039    
151.258             19.77446    
151.288             19.77852    
151.318             19.78258    
151.349             19.78665    
151.379             19.79071    
151.409             19.79478    
151.439             19.79884    
151.47              19.80291    
151.5               19.80697    
151.53              19.81104    
151.561             19.8151     
151.591             19.81917    
151.621             19.82323    
151.651             19.82729    
151.682             19.83136    
151.712             19.83542    
151.742             19.83949    
151.773             19.84355    
151.803             19.84762    
151.833             19.85168    
151.864             19.85575    
151.894             19.85981    
151.924             19.86387    
151.954             19.86794    
151.985             19.872      
152.015             19.87607    
152.045             19.88013    
152.076             19.8842     
152.106             19.88826    
152.136             19.89233    
152.167             19.89639    
152.197             19.90046    
152.227             19.90452    
152.257             19.90858    
152.288             19.91265    
152.318             19.91671    
152.348             19.92078    
152.379             19.92484    
152.409             19.92891    
152.439             19.93297    
152.47              19.93704    
152.5               19.9411     
152.53              19.94516    
152.56              19.94923    
152.591             19.95329    
152.621             19.95736    
152.651             19.96142    
152.682             19.96549    
152.712             19.96955    
152.742             19.97362    
152.773             19.97768    
152.803             19.98174    
152.833             19.98581    
152.864             19.98987    
152.894             19.99394    
152.924             19.998      
152.954             20.00207    
152.985             20.00613    
153.015             20.0102     
153.045             20.01426    
153.076             20.01833    
153.106             20.02239    
153.136             20.02645    
153.167             20.03052    
153.197             20.03458    
153.227             20.03865    
153.257             20.04271    
153.288             20.04678    
153.318             20.05084    
153.348             20.05491    
153.379             20.05897    
153.409             20.06303    
153.439             20.0671     
153.47              20.07116    
153.5               20.07523    
153.53              20.07929    
153.56              20.08336    
153.591             20.08742    
153.621             20.09149    
153.651             20.09555    
153.682             20.09962    
153.712             20.10368    
153.742             20.10774    
153.773             20.11181    
153.803             20.11587    
153.833             20.11994    
153.863             20.124      
153.894             20.12807    
153.924             20.13213    
153.954             20.1362     
153.985             20.14026    
154.015             20.14432    
154.045             20.14839    
154.076             20.15245    
154.106             20.15652    
154.136             20.16058    
154.166             20.16465    
154.197             20.16871    
154.227             20.17278    
154.257             20.17684    
154.288             20.18091    
154.318             20.18497    
154.348             20.18903    
154.379             20.1931     
154.409             20.19716    
154.439             20.20123    
154.469             20.20529    
154.5               20.20936    
154.53              20.21342    
154.56              20.21749    
154.591             20.22155    
154.621             20.22561    
154.651             20.22968    
154.681             20.23374    
154.712             20.23781    
154.742             20.24187    
154.772             20.24594    
154.803             20.25       
154.833             20.25407    
154.863             20.25813    
154.894             20.2622     
154.924             20.26626    
154.954             20.27032    
154.984             20.27439    
155.015             20.27845    
155.045             20.28252    
155.075             20.28658    
155.106             20.29065    
155.136             20.29471    
155.166             20.29878    
155.197             20.30284    
155.227             20.3069     
155.257             20.31097    
155.287             20.31503    
155.318             20.3191     
155.348             20.32316    
155.378             20.32723    
155.409             20.33129    
155.439             20.33536    
155.469             20.33942    
155.5               20.34349    
155.53              20.34755    
155.56              20.35161    
155.59              20.35568    
155.621             20.35974    
155.651             20.36381    
155.681             20.36787    
155.712             20.37194    
155.742             20.376      
155.772             20.38007    
155.803             20.38413    
155.833             20.38819    
155.863             20.39226    
155.893             20.39632    
155.924             20.40039    
155.954             20.40445    
155.984             20.40852    
156.015             20.41258    
156.045             20.41665    
156.075             20.42071    
156.106             20.42477    
156.136             20.42884    
156.166             20.4329     
156.197             20.43697    
156.227             20.44103    
156.257             20.4451     
156.287             20.44916    
156.318             20.45323    
156.348             20.45729    
156.378             20.46136    
156.409             20.46542    
156.439             20.46948    
156.469             20.47355    
156.5               20.47761    
156.53              20.48168    
156.56              20.48574    
156.59              20.48981    
156.621             20.49387    
156.651             20.49794    
156.681             20.502      
156.712             20.50606    
156.742             20.51013    
156.772             20.51419    
156.803             20.51826    
156.833             20.52232    
156.863             20.52639    
156.893             20.53045    
156.924             20.53452    
156.954             20.53858    
156.984             20.54265    
157.015             20.54671    
157.045             20.55077    
157.075             20.55484    
157.106             20.5589     
157.136             20.56297    
157.166             20.56703    
157.196             20.5711     
157.227             20.57516    
157.257             20.57923    
157.287             20.58329    
157.318             20.58735    
157.348             20.59142    
157.378             20.59548    
157.409             20.59955    
157.439             20.60361    
157.469             20.60768    
157.499             20.61174    
157.53              20.61581    
157.56              20.61987    
157.59              20.62394    
157.621             20.628      
157.651             20.63206    
157.681             20.63613    
157.712             20.64019    
157.742             20.64426    
157.772             20.64832    
157.802             20.65239    
157.833             20.65645    
157.863             20.66052    
157.893             20.66458    
157.924             20.66864    
157.954             20.67271    
157.984             20.67677    
158.014             20.68084    
158.045             20.6849     
158.075             20.68897    
158.105             20.69303    
158.136             20.6971     
158.166             20.70116    
158.196             20.70523    
158.227             20.70929    
158.257             20.71335    
158.287             20.71742    
158.317             20.72148    
158.348             20.72555    
158.378             20.72961    
158.408             20.73368    
158.439             20.73774    
158.469             20.74181    
158.499             20.74587    
158.53              20.74993    
158.56              20.754      
158.59              20.75806    
158.62              20.76213    
158.651             20.76619    
158.681             20.77026    
158.711             20.77432    
158.742             20.77839    
158.772             20.78245    
158.802             20.78652    
158.833             20.79058    
158.863             20.79464    
158.893             20.79871    
158.923             20.80277    
158.954             20.80684    
158.984             20.8109     
159.014             20.81497    
159.045             20.81903    
159.075             20.8231     
159.105             20.82716    
159.136             20.83122    
159.166             20.83529    
159.196             20.83935    
159.227             20.84342    
159.257             20.84748    
159.287             20.85155    
159.317             20.85561    
159.348             20.85968    
159.378             20.86374    
159.408             20.8678     
159.439             20.87187    
159.469             20.87593    
159.499             20.88       
159.53              20.88406    
159.56              20.88813    
159.59              20.89219    
159.62              20.89626    
159.651             20.90032    
159.681             20.90439    
159.711             20.90845    
159.742             20.91251    
159.772             20.91658    
159.802             20.92064    
159.833             20.92471    
159.863             20.92877    
159.893             20.93284    
159.923             20.9369     
159.954             20.94097    
159.984             20.94503    
160.014             20.94909    
160.045             20.95316    
160.075             20.95722    
160.105             20.96129    
160.136             20.96535    
160.166             20.96942    
160.196             20.97348    
160.226             20.97755    
160.257             20.98161    
160.287             20.98568    
160.317             20.98974    
160.348             20.9938     
160.378             20.99787    
160.408             21.00193    
160.439             21.006      
160.469             21.01006    
160.499             21.01413    
160.529             21.01819    
160.56              21.02226    
160.59              21.02632    
160.62              21.03038    
160.651             21.03445    
160.681             21.03851    
160.711             21.04258    
160.742             21.04664    
160.772             21.05071    
160.802             21.05477    
160.832             21.05884    
160.863             21.0629     
160.893             21.06697    
160.923             21.07103    
160.954             21.07509    
160.984             21.07916    
161.014             21.08322    
161.044             21.08729    
161.075             21.09135    
161.105             21.09542    
161.135             21.09948    
161.166             21.10355    
161.196             21.10761    
161.226             21.11167    
161.257             21.11574    
161.287             21.1198     
161.317             21.12387    
161.347             21.12793    
161.378             21.132      
161.408             21.13606    
161.438             21.14013    
161.469             21.14419    
161.499             21.14826    
161.529             21.15232    
161.56              21.15638    
161.59              21.16045    
161.62              21.16451    
161.65              21.16858    
161.681             21.17264    
161.711             21.17671    
161.741             21.18077    
161.772             21.18484    
161.802             21.1889     
161.832             21.19296    
161.863             21.19703    
161.893             21.20109    
161.923             21.20516    
161.953             21.20922    
161.984             21.21329    
162.014             21.21735    
162.044             21.22142    
162.075             21.22548    
162.105             21.22955    
162.135             21.23361    
162.166             21.23767    
162.196             21.24174    
162.226             21.2458     
162.257             21.24987    
162.287             21.25393    
162.317             21.258      
162.347             21.26206    
162.378             21.26613    
162.408             21.27019    
162.438             21.27425    
162.469             21.27832    
162.499             21.28238    
162.529             21.28645    
162.56              21.29051    
162.59              21.29458    
162.62              21.29864    
162.65              21.30271    
162.681             21.30677    
162.711             21.31083    
162.741             21.3149     
162.772             21.31896    
162.802             21.32303    
162.832             21.32709    
162.863             21.33116    
162.893             21.33522    
162.923             21.33929    
162.953             21.34335    
162.984             21.34742    
163.014             21.35148    
163.044             21.35554    
163.075             21.35961    
163.105             21.36367    
163.135             21.36774    
163.166             21.3718     
163.196             21.37587    
163.226             21.37993    
163.256             21.384      
163.287             21.38806    
163.317             21.39212    
163.347             21.39619    
163.378             21.40025    
163.408             21.40432    
163.438             21.40838    
163.469             21.41245    
163.499             21.41651    
163.529             21.42058    
163.559             21.42464    
163.59              21.42871    
163.62              21.43277    
163.65              21.43683    
163.681             21.4409     
163.711             21.44496    
163.741             21.44903    
163.772             21.45309    
163.802             21.45716    
163.832             21.46122    
163.862             21.46529    
163.893             21.46935    
163.923             21.47341    
163.953             21.47748    
163.984             21.48154    
164.014             21.48561    
164.044             21.48967    
164.075             21.49374    
164.105             21.4978     
164.135             21.50187    
164.165             21.50593    
164.196             21.51       
164.226             21.51406    
164.256             21.51812    
164.287             21.52219    
164.317             21.52625    
164.347             21.53032    
164.377             21.53438    
164.408             21.53845    
164.438             21.54251    
164.468             21.54658    
164.499             21.55064    
164.529             21.5547     
164.559             21.55877    
164.59              21.56283    
164.62              21.5669     
164.65              21.57096    
164.68              21.57503    
164.711             21.57909    
164.741             21.58316    
164.771             21.58722    
164.802             21.59129    
164.832             21.59535    
164.862             21.59941    
164.893             21.60348    
164.923             21.60754    
164.953             21.61161    
164.983             21.61567    
165.014             21.61974    
165.044             21.62364    
165.074             21.62755    
165.105             21.63145    
165.135             21.63536    
165.165             21.63926    
165.196             21.64316    
165.226             21.64707    
165.256             21.65097    
165.286             21.65487    
165.317             21.65877    
165.347             21.66267    
165.377             21.66657    
165.408             21.67047    
165.438             21.67437    
165.468             21.67826    
165.499             21.68216    
165.529             21.68606    
165.559             21.68995    
165.59              21.69385    
165.62              21.69774    
165.65              21.70163    
165.68              21.70553    
165.711             21.70942    
165.741             21.71331    
165.771             21.7172     
165.802             21.72109    
165.832             21.72498    
165.862             21.72887    
165.893             21.73276    
165.923             21.73665    
165.953             21.74054    
165.983             21.74442    
166.014             21.74831    
166.044             21.75219    
166.074             21.75608    
166.105             21.75996    
166.135             21.76385    
166.165             21.76773    
166.196             21.77161    
166.226             21.77549    
166.256             21.77937    
166.286             21.78325    
166.317             21.78713    
166.347             21.79101    
166.377             21.79489    
166.408             21.79877    
166.438             21.80265    
166.468             21.80652    
166.499             21.8104     
166.529             21.81427    
166.559             21.81815    
166.589             21.82202    
166.62              21.8259     
166.65              21.82977    
166.68              21.83364    
166.711             21.83751    
166.741             21.84138    
166.771             21.84525    
166.802             21.84912    
166.832             21.85299    
166.862             21.85686    
166.892             21.86073    
166.923             21.86459    
166.953             21.86846    
166.983             21.87233    
167.014             21.87619    
167.044             21.88006    
167.074             21.88392    
167.105             21.88778    
167.135             21.89165    
167.165             21.89551    
167.195             21.89937    
167.226             21.90323    
167.256             21.90709    
167.286             21.91095    
167.317             21.91481    
167.347             21.91866    
167.377             21.92252    
167.407             21.92638    
167.438             21.93023    
167.468             21.93409    
167.498             21.93794    
167.529             21.9418     
167.559             21.94565    
167.589             21.9495     
167.62              21.95336    
167.65              21.95721    
167.68              21.96106    
167.71              21.96491    
167.741             21.96876    
167.771             21.97261    
167.801             21.97646    
167.832             21.9803     
167.862             21.98415    
167.892             21.988      
167.923             21.99184    
167.953             21.99569    
167.983             21.99953    
168.013             22.00338    
168.044             22.00722    
168.074             22.01106    
168.104             22.0149     
168.135             22.01874    
168.165             22.02258    
168.195             22.02642    
168.226             22.03026    
168.256             22.0341     
168.286             22.03794    
168.316             22.04178    
168.347             22.04561    
168.377             22.04945    
168.407             22.05328    
168.438             22.05712    
168.468             22.06095    
168.498             22.06479    
168.529             22.06862    
168.559             22.07245    
168.589             22.07628    
168.62              22.08011    
168.65              22.08394    
168.68              22.08777    
168.71              22.0916     
168.741             22.09543    
168.771             22.09926    
168.801             22.10308    
168.832             22.10691    
168.862             22.11073    
168.892             22.11456    
168.923             22.11838    
168.953             22.12221    
168.983             22.12603    
169.013             22.12985    
169.044             22.13367    
169.074             22.13749    
169.104             22.14131    
169.135             22.14513    
169.165             22.14895    
169.195             22.15277    
169.226             22.15659    
169.256             22.1604     
169.286             22.16422    
169.316             22.16803    
169.347             22.17185    
169.377             22.17566    
169.407             22.17948    
169.438             22.18329    
169.468             22.1871     
169.498             22.19091    
169.529             22.19472    
169.559             22.19853    
169.589             22.20234    
169.619             22.20615    
169.65              22.20996    
169.68              22.21377    
169.71              22.21758    
169.741             22.22138    
169.771             22.22519    
169.801             22.22899    
169.832             22.2328     
169.862             22.2366     
169.892             22.2404     
169.922             22.2442     
169.953             22.24801    
169.983             22.25181    
170.013             22.25561    
170.044             22.25941    
170.074             22.26321    
170.104             22.267      
170.135             22.2708     
170.165             22.2746     
170.195             22.27839    
170.225             22.28219    
170.256             22.28598    
170.286             22.28978    
170.316             22.29357    
170.347             22.29736    
170.377             22.30116    
170.407             22.30495    
170.438             22.30874    
170.468             22.31253    
170.498             22.31632    
170.528             22.32011    
170.559             22.3239     
170.589             22.32768    
170.619             22.33147    
170.65              22.33526    
170.68              22.33904    
170.71              22.34283    
170.74              22.34661    
170.771             22.35039    
170.801             22.35418    
170.831             22.35796    
170.862             22.36174    
170.892             22.36552    
170.922             22.3693     
170.953             22.37308    
170.983             22.37686    
171.013             22.38064    
171.043             22.38441    
171.074             22.38819    
171.104             22.39197    
171.134             22.39574    
171.165             22.39952    
171.195             22.40329    
171.225             22.40706    
171.256             22.41084    
171.286             22.41461    
171.316             22.41838    
171.346             22.42215    
171.377             22.42592    
171.407             22.42969    
171.437             22.43346    
171.468             22.43722    
171.498             22.44099    
171.528             22.44476    
171.559             22.44852    
171.589             22.45229    
171.619             22.45605    
171.649             22.45982    
171.68              22.46358    
171.71              22.46734    
171.74              22.4711     
171.771             22.47487    
171.801             22.47863    
171.831             22.48238    
171.862             22.48614    
171.892             22.4899     
171.922             22.49366    
171.953             22.49742    
171.983             22.50117    
172.013             22.50493    
172.043             22.50868    
172.074             22.51244    
172.104             22.51619    
172.134             22.51994    
172.165             22.5237     
172.195             22.52745    
172.225             22.5312     
172.256             22.53495    
172.286             22.5387     
172.316             22.54245    
172.346             22.54619    
172.377             22.54994    
172.407             22.55369    
172.437             22.55743    
172.468             22.56118    
172.498             22.56492    
172.528             22.56867    
172.559             22.57241    
172.589             22.57615    
172.619             22.57989    
172.649             22.58364    
172.68              22.58738    
172.71              22.59112    
172.74              22.59486    
172.771             22.59859    
172.801             22.60233    
172.831             22.60607    
172.862             22.6098     
172.892             22.61354    
172.922             22.61727    
172.952             22.62101    
172.983             22.62474    
173.013             22.62848    
173.043             22.63221    
173.074             22.63594    
173.104             22.63967    
173.134             22.6434     
173.165             22.64713    
173.195             22.65086    
173.225             22.65459    
173.255             22.65831    
173.286             22.66204    
173.316             22.66577    
173.346             22.66949    
173.377             22.67322    
173.407             22.67694    
173.437             22.68066    
173.468             22.68438    
173.498             22.68811    
173.528             22.69183    
173.558             22.69555    
173.589             22.69927    
173.619             22.70299    
173.649             22.7067     
173.68              22.71042    
173.71              22.71414    
173.74              22.71785    
173.77              22.72157    
173.801             22.72528    
173.831             22.729      
173.861             22.73271    
173.892             22.73643    
173.922             22.74014    
173.952             22.74385    
173.983             22.74756    
174.013             22.75127    
174.043             22.75498    
174.073             22.75869    
174.104             22.76239    
174.134             22.7661     
174.164             22.76981    
174.195             22.77351    
174.225             22.77722    
174.255             22.78092    
174.286             22.78463    
174.316             22.78833    
174.346             22.79203    
174.376             22.79573    
174.407             22.79943    
174.437             22.80313    
174.467             22.80683    
174.498             22.81053    
174.528             22.81423    
174.558             22.81793    
174.589             22.82162    
174.619             22.82532    
174.649             22.82901    
174.679             22.83271    
174.71              22.8364     
174.74              22.84009    
174.77              22.84379    
174.801             22.84748    
174.831             22.85117    
174.861             22.85486    
174.892             22.85855    
174.922             22.86224    
174.952             22.86593    
174.983             22.86961    
175.013             22.8733     
175.043             22.87699    
175.073             22.88067    
175.104             22.88435    
175.134             22.88804    
175.164             22.89172    
175.195             22.8954     
175.225             22.89909    
175.255             22.90277    
175.286             22.90645    
175.316             22.91013    
175.346             22.91381    
175.376             22.91748    
175.407             22.92116    
175.437             22.92484    
175.467             22.92851    
175.498             22.93219    
175.528             22.93586    
175.558             22.93954    
175.589             22.94321    
175.619             22.94688    
175.649             22.95055    
175.679             22.95423    
175.71              22.9579     
175.74              22.96156    
175.77              22.96523    
175.801             22.9689     
175.831             22.97257    
175.861             22.97624    
175.892             22.9799     
175.922             22.98357    
175.952             22.98723    
175.982             22.9909     
176.013             22.99456    
176.043             22.99822    
176.073             23.00188    
176.104             23.00554    
176.134             23.0092     
176.164             23.01286    
176.195             23.01652    
176.225             23.02018    
176.255             23.02384    
176.285             23.02749    
176.316             23.03115    
176.346             23.03481    
176.376             23.03846    
176.407             23.04211    
176.437             23.04577    
176.467             23.04942    
176.498             23.05307    
176.528             23.05672    
176.558             23.06037    
176.588             23.06402    
176.619             23.06767    
176.649             23.07132    
176.679             23.07497    
176.71              23.07861    
176.74              23.08226    
176.77              23.0859     
176.8               23.08955    
176.831             23.09319    
176.861             23.09684    
176.891             23.10048    
176.922             23.10412    
176.952             23.10776    
176.982             23.1114     
177.013             23.11504    
177.043             23.11868    
177.073             23.12232    
177.103             23.12595    
177.134             23.12959    
177.164             23.13323    
177.194             23.13686    
177.225             23.1405     
177.255             23.14413    
177.285             23.14776    
177.316             23.15139    
177.346             23.15503    
177.376             23.15866    
177.406             23.16229    
177.437             23.16592    
177.467             23.16954    
177.497             23.17317    
177.528             23.1768     
177.558             23.18043    
177.588             23.18405    
177.619             23.18768    
177.649             23.1913     
177.679             23.19492    
177.709             23.19855    
177.74              23.20217    
177.77              23.20579    
177.8               23.20941    
177.831             23.21303    
177.861             23.21665    
177.891             23.22027    
177.922             23.22389    
177.952             23.2275     
177.982             23.23112    
178.013             23.23473    
178.043             23.23835    
178.073             23.24196    
178.103             23.24558    
178.134             23.24919    
178.164             23.2528     
178.194             23.25641    
178.225             23.26002    
178.255             23.26363    
178.285             23.26724    
178.316             23.27085    
178.346             23.27446    
178.376             23.27806    
178.406             23.28167    
178.437             23.28527    
178.467             23.28888    
178.497             23.29248    
178.528             23.29609    
178.558             23.29969    
178.588             23.30329    
178.619             23.30689    
178.649             23.31049    
178.679             23.31409    
178.709             23.31769    
178.74              23.32129    
178.77              23.32488    
178.8               23.32848    
178.831             23.33208    
178.861             23.33567    
178.891             23.33926    
178.922             23.34286    
178.952             23.34645    
178.982             23.35004    
179.012             23.35363    
179.043             23.35722    
179.073             23.36081    
179.103             23.3644     
179.134             23.36799    
179.164             23.37158    
179.194             23.37517    
179.225             23.37875    
179.255             23.38234    
179.285             23.38592    
179.315             23.38951    
179.346             23.39309    
179.376             23.39667    
179.406             23.40025    
179.437             23.40383    
179.467             23.40741    
179.497             23.41099    
179.528             23.41457    
179.558             23.41815    
